object	description	subject	Length	Label	Unnamed: 5	Unnamed: 6	Unnamed: 7	Unnamed: 8	Unnamed: 9	Unnamed: 10	Unnamed: 11	Unnamed: 12	Unnamed: 13	Unnamed: 14	Unnamed: 15	Unnamed: 16	Unnamed: 17
http://dati.culturaitalia.it/resource/oai-oaicat-iccd-org-@iccd3442956@	Sulla tavola di foma circolare è dipinto uno stemma con cornice mistilinea su cui sono raffigurate due braccia incrociate delle quali una rivestita di un saio, e un crocifisso, simbolo ddell'unione mistica di san Francesco con Cristo. Intorno allo stemma sono dipinti a sinistra un tralcio di rose e a destra un tralcio di gigli. In alto è dipinta una corona.	Stemma Francescano	2	Coherent													
http://dati.culturaitalia.it/resource/oai-oaicat-iccd-org-@iccd3458294@	Il vescovo Giambattista Comjno di Guardiagrele, in abito e tricorno scuro, porta una collana con croce di granate montata in oro. In alto a destra uno stemma gentilizio, due rose rosse ed una banda nera in campo beige, sormontato dal cappello cardinalizio. In basso, circondata da una decorazione vegetale, una scritta su fondo verde-azzurro. Il dipinto è privo di cornice propria.	P. D. Giambattista Comjno	4	Coherent													
http://dati.culturaitalia.it/resource/oai-oaicat-iccd-org-@iccd3867820@	Il dipinto raffigura la morte della Vergine tra il compianto degli Apostoli; nella parte superiore compaiono le scene dell'assunzione e dell'incoronazione della Vergine.. Personaggi: Madonna; Cristo; Dio Padre. Figure: apostoli; angeli	Transito della Madonna	3	Coherent													
http://dati.culturaitalia.it/resource/oai-oaicat-iccd-org-@iccd8488181@	Si tratta di due frammenti ricomposti pertinenti ad un piattello; corpo ceramico aranciato. Ingobbiato, graffito a punta (petali nervati lungo il bordo), dipinto in giallo e verde, e invetriato. All'esterno rivestito solo fino appena sotto l'orlo.	MOTIVI DECORATIVI VEGETALI	3	Coherent													
http://dati.culturaitalia.it/resource/oai-oaicat-iccd-org-@iccd11761025@	In un paesaggio con fiume a sinistra del dipinto, una struttura architettonica con diverse persone. Sullo sfondo paesaggio di montagna. In primo piano, fra alberi, cinque donne; una di loro salva il bambino Mosè dall'acqua. Sul fiume varie imbarcazioni. A tergo della tela e della cornice tre sigilli su cera rossa della famiglia Bufalini.. PAESAGGIO. ARCHITETTURE. PERSONAGGI: persone. SOGGETTI SACRI: Mosè. OGGETTI: imbarcazioni	Mosè salvato dalle acque; Il ritrovamento di Mosè	8	Coherent													
http://dati.culturaitalia.it/resource/oai-oaicat-iccd-org-@iccd12135248@	Monumento architettonico in pietra a forma di tempietto con frontone triangolare, all'interno una lapide mistilinea in marmo bianco, alla cui sommità si trova un coronamento formato da una decorazione floreale e da una croce. Nella lapide troviamo i nomi dei caduti della prima guerra mondiale disposti senza un ordine apparente, più in basso una decorazione formata da un elmetto inciso e dipinto di rosso e due spade incise e dipinte disposte verticalmente.. Armi: spade. Abbigliamento: elmetto. Simboli: croce. Decorazioni: motivi floreali	trofeo di armi con elmo	5	Coherent													
http://dati.culturaitalia.it/resource/oai-oaicat-iccd-org-@iccd11305749@	Mazzo di fiori in un vaso, dipinto a larghe pennellate	Fiori, Dalie	2	Coherent													
http://dati.culturaitalia.it/resource/oai-oaicat-iccd-org-@iccd2289857@	Il dipinto murale occupa tutta la superficie della volta della cappella. Al centro vi sono una coppia di angeli tra nubi, la figura di Cristo con la croce a sinistra e Dio padre con il globo terracqueo sulla destra. Attorno alle figure della Trinità sono disposte figure di angioletti e cherubini a piccoli gruppi.. Personaggi: Dio; Cristo. Personificazioni: Spirito Santo. Abbigliamento. Figure: angeli; cherubini	Trinità e Angeli	3	Coherent													
http://dati.culturaitalia.it/resource/oai-oaicat-iccd-org-@iccd2289830@	Il dipinto murale occupa lo spazio centrale della parete entro cornice a trompe-l'oeil dal profilo mistilineo. In basso a sinistra è raffigurato Adone, ucciso dal cinghiale, accanto alla faretra e a due cani. Cupido mostra il corpo a Venere, sulla destra insieme ad una figura femminile e un amorino, mentre in alto a sinistra vi è un gruppo di putti con colomba in volo.. Personaggi: Adone; Venere. Figure: putti. Oggetti: carro. Paesaggi. Vegetali	morte di Adone	3	Coherent													
http://dati.culturaitalia.it/resource/oai-oaicat-iccd-org-@iccd3591068@	Il dipinto raffigura nella parte superiore S. Giuseppe assiso su una nuvola con il Bambino in braccio, in basso S. Lucia offre su un piatto due occhi e S. Rocco con due cani al guinzaglio. I toni dei colori sono vivaci: il mantello rosso di S. Giuseppe, e di S. Rocco e il mantello giallo senape di S. Lucia.. Personaggi: San Giuseppe; Gesù Bambino; Santa Lucia; San Rocco. Attributi: (San Giuseppe) bastone fiorito. Attributi: (San Rocco) cane. Attributi: (Santa Lucia) piattino con occhi; palma	san Giuseppe e Gesù Bambino	5	Coherent													
http://dati.culturaitalia.it/resource/oai-oaicat-iccd-org-@iccd3471299@	dipinto murale raffigura il secondo episodio del trionfo della Morte	TRIONFO DELLA MORTE	3	Coherent													
http://dati.culturaitalia.it/resource/oai-oaicat-iccd-org-@iccd3472990@	Al centro del dipinto, inginocchiato, S. Francesco a braccia spalancatericeve le stimmate che gli giungono tramite lunghi raggi. A destra unconfratello inginocchiato e a mani giunte osserva la scena. Sfondocampestre. Sotto la cornice che riquadra il dipinto, iscrizione lacunosa.	San Francesco d'Assisi riceve le stimmate	6	Coherent													
http://dati.culturaitalia.it/resource/oai-oaicat-iccd-org-@iccd4014010@	Paesaggio campestre con viottolo in curva fiancheggiato da filare di piante. La contadina indossa un giubbotto rosso violaceo, maniche bianche, fazzoletto rosso sul capo e siede sulla groppa di un asinello nero che ha il basto carico di frutta e verdura. Sul retro della tela, evidentemente reimpiegata, è dipinto un cavallo bianco in una stalla. La cornice d'epoca, originale, è di legno è stucco dorato, operato a largo margine a fiori rilevati.. Figure: contadina. Animali: asino. Oggetti: cesto di frutta; cesto di verdura	contadina su asino	3	Coherent													
http://dati.culturaitalia.it/resource/oai-oaicat-iccd-org-@iccd4014145@	Cristo seminudo con i fianchi coperti da un drappo bianco e le mani legate è mostrato al popolo da alcuni sgherri con corazza grigia, manti giallo-verdi ed elmi abbondantemente piumati con colori accesi bianchi, verdi, rossi che si stagliano sul fondo scuro. In primo piano è la Madonna semisvenuta, con veste di colore rosso spento, maniche verdi e manto azzurro, sostenuta dalla Maddalena, con veste verde e bianca, maniche rosse, bianche e gialle. La cornice è antica, originale; è di legno dipinto in giallo.. Personaggi: Cristo; Madonna; Maria Maddalena. Figure: sgherri	Ecce Homo	2	Coherent													
http://dati.culturaitalia.it/resource/oai-oaicat-iccd-org-@iccd4124665@	Piccolo busto dipinto in nero raffigurante padre Francsco da Meda in abito talare.	Ritratto di padre Francesco da Meda	6	Coherent													
http://dati.culturaitalia.it/resource/oai-oaicat-iccd-org-@iccd3132996@	Il dipinto è riquadrato da un passepartout.. Paesaggi	PAESAGGIO	1	Coherent													
http://dati.culturaitalia.it/resource/oai-oaicat-iccd-org-@iccd4013702@	Visione notturna all'interno della capanna; il fondo è molto scuro, uniforme, rotto da brevi bagliori che delimitano i contorni della costruzione. La luce proviene da Gesù Bambino, al centro, che ignudo è mostrato ai pastori da parte della Madonna. Maria ha veste rosa sfumata, manto azzurro, velo grigio sul capo ed un lenzuolo sul grembo, sul quale è adagiato il Bambino. Sulla sinistra è San Giuseppe con veste azzurra, manto marrone. A destra, vari pastori inginocchiati, in ombra, lumeggiati a colpi di luce. Il primo ha veste rosso acceso, il manto azzurro; gli altri hanno vesti di color nocciola. Nella parte alta escono dal buio due angioletti dall'incarnato roseo. Il dipinto è privo di cornice.. Personaggi: Madonna; Gesù Bambino; San Giuseppe. Figure: pastori; angeli. Costruzioni: capanna	adorazione dei pastori	3	Coherent													
http://dati.culturaitalia.it/resource/oai-oaicat-iccd-org-@iccd4013790@	Ritratto a mezzo busto, di prospetto, di uomo dall'aspetto assorto; indossa giacca marrone su camicia gialla, nastro a cravatta nero e giallo al collo. Sul capo ampio cappello rigido grigio. Il fondo è omogeneo, di tonalità azzurro cupo. Il dipinto è entro riquadro di cartone e cornice moderna a listello verniciato; vetro di protezione.. Ritratti: ritratto virile. Personaggi: Rebucci Costantei. Abbigliamento	ritratto di Costante Rebucci	4	Coherent													
http://dati.culturaitalia.it/resource/oai-oaicat-iccd-org-@iccd4467600@	L'affresco rappresenta papa Clemente VIII che si reca (il 15 aprile 1598) allo scavo della fossa delle Marmore: sullo sfondo di un paesaggio è un corteo di soldati ed eccelesiastici. E' caduta la parte centrale dell'affresco, dove doveva essere dipinto il papa.. Figure: papa; soldati; ecclesiastici	Clemente VIII Aldobrandini si reca alle Marmore	7	Coherent													
http://dati.culturaitalia.it/resource/oai-oaicat-iccd-org-@iccd4467618@	Il dipinto rappresenta un profilo di donna vestita di bianco.. Figure: donna	giovane donna	2	Coherent													
http://dati.culturaitalia.it/resource/oai-oaicat-iccd-org-@iccd4436944@	Il dipinto è delimitato da una cornice mistilinea in stucco dorato, ornata ai lati da volute contrapposte. Un angelo, vestito di un'ampia tunica e di una mantello che gli ricade sulla spalla sinistra, posa i piedi nudi su una nuvola. Il capo, lievemente piegato verso il basso, è circondato da una luminosa aureola raggiata. L'angelo indica con la mano destra verso l'alto. Mentre con la sinistra ripara un fanciullo con il mantello, in atto di protezione. Il bambino, vestito di una semplice tunica, stretta in vita con una cintura, fugge a piedi nudi da un serpente, sollevando in alto le mani giunte, e volgendo indietro lo sguardo spaventato.. Figure: angelo custode; bambino. Animali: serpente	Angelo Custode	2	Coherent													
http://dati.culturaitalia.it/resource/oai-culturaitalia-it-museiditalia-work_11974	Un vecchio (Isacco) sdraiato su di un letto e il braccio appoggiato su di un bracciolo in atto di benedire con la sua mano destra un giovane inginocchiato su un gradino di una scala. A sinistra del quadro donna (Rebecca) in piedi. Da sopra scende una tenda verso la sinistra del dipinto. Il dipinto è inserito in una cornice di stucco della parete. Sulla tela, in basso al centro, sigillo su cera rossa della famiglia Bufalini.	Personaggi: Isacco; Rebecca; giovane.	4	Incoherent													
http://dati.culturaitalia.it/resource/oai-culturaitalia-it-museiditalia-work_11836	Il quadro sembra di essere rintelato. Le dimensioni del quadro corrispondono a quelle del dipinto con il ritratto di donna con abito vedovile nella stessa Sala dei ritratti, forse indizio per lo stesso periodo d'esecuzione. Lo stile del dipinto è molto simile a quello dei ritratti cinquecenteschi.	Ritratto di Cardinale	3	Coherent													
http://dati.culturaitalia.it/resource/oai-culturaitalia-it-museiditalia-work_11913	Battaglia in un paesaggio con architettura antica nel fondo, fra l´altro una piramide. A destra del dipinto una facciata di un tempio con tre colonne scanalate e con capitelli corinzi. A sinistra una fortificazione su una collina. In primo piano scontro fr a soldati a cavallo e a terra; fra altri oggetti una bilancia in mano di un soldato e due vasi con piatto.	battaglia	1	Coherent													
http://dati.culturaitalia.it/resource/oai-culturaitalia-it-museiditalia-work_14171	Il dipinto proviene dalla chiesa di San Francesco al Prato, secondo il Siepi (1822, p.788) Orazio Alfani non l'avrebbe terminata. Attualmente non è facile una chiara lettura del dipinto, date le sue cattive condizioni di conservazione (controllare). Subì dei danni fin dal 1835, quando cadde da un altare della chiesa. Il Santi (1985, p.186) la considera l'opera più tarda di Orazio e vi nota influssi tratti dal manierismo toscano, sui modi di Rosso e del Vasari.	Soggetti sacri: disputa di Gesù con i dottori nel tempio.	10	Incoherent													
http://dati.culturaitalia.it/resource/oai-culturaitalia-it-museiditalia-work_14121	Il dipinto proviene dall'Accademia di Belle Arti. Se ne ignora la provenienza originaria. Potrebbe essere uno stendardino processionale. Santi (1985, p.215) lo attribuisce a Giacomo da Milano, sulla scorta di un'indicazione del Guardabassi, e lo data al 1528 circa, negli anni in cui il pittore era impegnato nel cantiere dell'Incoronazione di Monteluce (1525-1529).	Personaggi: Madonna; Gesù Bambino; Sant'Anna; San Giuseppe; San Sebastiano; San Rocco.	11	Incoherent													
http://dati.culturaitalia.it/resource/oai-culturaitalia-it-museiditalia-work_42075	il dipinto raffigura un gruppo di cani, alcuni dei quali accucciati in primo piano, attorno ai quali sono sparsi archibugi, fiasche, corni da caccia	Natura morta	2	Coherent													
http://dati.culturaitalia.it/resource/oai-culturaitalia-it-museiditalia-work_46711	Il dipinto raffigura la Santissima Trinità, ossia il compimento dell'Unità divina nelle tre persone dell'unico Dio, completata nella Vergine Maria. Dio Padre e Cristo sono rappresentati come persone, accanto al globo terrestre, lo Spirito Santo come colomba. Ad incensare la Trinità e Maria Vergine c'è San Michele Arcangelo, raffigurato genuflesso in primo piano, sul margine destro inferiore della scena, dall'altro lato sono rappresentati gli altri arcangeli.	Trinità	1	Coherent													
http://dati.culturaitalia.it/resource/oai-culturaitalia-it-museiditalia-work_46691	Il dipinto raffigura l'Assunta in cielo avvolta da un ampio panneggio azzurro, attorniata da uno stuolo diangeli. In alto fra nuvole cherubini, in basso a destraSan Michele Arcangelo, rivestito dall'armatura del combattente eroico contro le forze del male, impugna lo stendardo della vittoria sul drago.	Madonna Assunta con angeli	4	Coherent													
http://dati.culturaitalia.it/resource/oai-culturaitalia-it-museiditalia-work_46696	Il dipinto, attualmente custodito nel Museo civico di Rende, proviene dalla locale chiesa matrice dedicata a S. Maria Maggiore.Pochi i riferimenti bibliografici dell'opera, inserita ormai a pieno titolo nel catalogo del pittore rendese Cristoforo Santanna.Molte sono le affinità stilistiche e iconografiche con altri dipinti del Santanna presenti nella città di Rende, in particolare ritorna nel dipinto il tema iconografico del culto degli Arcangeli Michele e Gabriele.	Madonna con Bambino e angeli	5	Coherent													
http://dati.culturaitalia.it/resource/oai-culturaitalia-it-museiditalia-work_46708	Il dipinto raffigura Santa Teresa d'Avila che riceve la collana dalla Madonna, San Giuseppe è rappresentato mentre osserva una spilla dorata che ha nella mano, con l'altro braccio sostiene Gesù Bambino che volge lo sguardo verso lo spettatore. Sull'altare alle spalle della Vergine, sono raffigurati un candelabro, una cartagloria, un cuscino d'altare rosso con nappine color oro agli angoli, in basso a destra due angeli recano il cilicio e la disciplina. In alto uno sfondo di nubi e angeli.	Personaggi: Madonna; Santa Teresa d'Avila; San Giuseppe; Gesu' Bambino. Attributi: (Santa Teresa) freccia; collana. Attributi: (San Giuseppe) verga fiorita.Abbigliamento religioso: abito carmelitano. Figure: angeli. Oggetti: spilla; candelabro; cartagloria; tovaglia d'altare; cuscino d'altare; cilicio; disciplina.	34	Incoherent													
http://dati.culturaitalia.it/resource/oai-culturaitalia-it-museiditalia-work_42765	Bozzetto di dipinto, inserito entro una sottile cornice lignea moderna con battuta dorata.	fiumi	1	Coherent													
http://dati.culturaitalia.it/resource/oai-culturaitalia-it-museiditalia-work_39204	Il dipinto è stato reso noto da Giorgio Leone nel 1999 che, riportando le attribuzioni a Pacecco De Rosa di Nicola Spinosa e di Clovis Whitfield, osservava che il tono quotidiano della scena ed il formato relativamente ridotto del dipinto, facevano supporre fosse stato concepito per una committenza privata.Per quanto concerne la datazione, quella proposta da Leone è relativa agli anni 1637-1640, in base a raffronti con opere come la Fuga in Egitto di Aniello Falcone nel Duomo di Napoli, datata 1641; la Madonna con Bambino di Massimo Stanzione della Chiesa di Sant'Agostino degli Scalzi a Napoli ed il Riposo nella fuga in Egitto di Filippo Vitale della Pinacoteca di Matera. Riccardo Lattuada nel 2003 data la tela al 1645, evidenziando un parallelo cronologico con la Fuga in Egitto del Vitale a Matera, aggiungendo alcune note supplementari sulla genesi dell'impianto compositivo. Pacecco De Rosa, nella realizzazione di questo dipinto, si avvale di prototipi desunti da Massimo Stanzione, in particolare, del maestro, sembra aver presente la Fuga in Egitto della Chiesa di S. Paolo Maggiore a Napoli. La matrice romano-bolognese del dipinto secondo il Lattuada va cercata nella Fuga in Egitto, opera conservata a Napoli nella Quadreria dei Gerolomini, attribuita a Guido Reni e a Simone Cantarini.	Personaggi: Madonna; Gesu' Bambino; San Giuseppe. Figure: angeli.	8	Incoherent													
http://dati.culturaitalia.it/resource/oai-culturaitalia-it-museiditalia-work_39239	Il dipinto raffigura Cristo, in piedi su un podio rialzato, legato alla colonna della flagellazione. Un fascio di luce proveniente da destra illumina il corpo di Gesù, la corona di spine ed il drappo rosso posto per terra.	Personaggi: Cristo alla colonna. Attributi: (Cristo alla colonna) colonna; corona di spine; sudario.	13	Incoherent													
http://dati.culturaitalia.it/resource/oai-culturaitalia-it-museiditalia-work_39210	Il dipinto proveniente dalla collezione Ferrara Dentice di Napoli, costituisce una variante del San Sebastiano conservato presso il Museo Nazionale di Capodimonte.A parere di G. Capitelli, che nel 2003 compila la scheda del dipinto per il catalogo della mostra cosentina, curato da Rossella Vodret, la	Martirio di San Sebastiano	4	Coherent													
http://dati.culturaitalia.it/resource/oai-culturaitalia-it-museiditalia-work_39199	Il dipinto di medio formato, in origine realizzato peruso privato, o destinato ad un altare di piccoledimensioni, fu conservato in una raccolta privata di Romasino al 1987, anno in cui fu acquistato dallo Stato perla Soprintendenza per i Beni Ambientali e Architettonici,Artistici e Storici della Calabria. L'originariacollocazione romana veniva segnalata da Maria Pia DiDario Guida in occasione della mostra del 1976. L'opera è firmata in basso a destra, come di consueto, su un cartellino con segni di piegatura, in formalatina e data.L'opera, a parere della critica, costituisce una delle ultime testimonianze certe dell'attività del Negroni, collocabile cronologicamente tra laMadonna col Bambino in trono di Fiumefreddo Bruzio(1556) e l'Immacolata della chiesa delle Cappuccinelle di Cosenza(1558), non è quindi daescludere che sia stata realizzata dal pittore per le sue terre d'origine.La composizione, statica e serena, ispirata lontanamenteda composizioniraffaellesche e romane, rinvierebbe, per V. Savona (1990)ad un'altra opera, la Madonna detta della quercia, oggi custodita al Museo del Prado a Madrid. Elementi tipici della pittura negroniana della maturità sono la cromia fredda e chiara nei panneggi e nelle forme, la deformazione in chiave monumentale delle figure, il gigantismo e la sproporzione, denunciano il contatto delNegroni con il manierismo dei fiamminghi attivi a Roma, senza dimenticare significativi riferimenti all'arte di Giulio Romano, Pellegrino Tibaldi e Francesco Salviati. Il gruppo sacro è collocato quasi	Personaggi: Madonna; Gesù Bambino; San Giuseppe; SanGiovannino. Attributi: (San Giovannino) croce; pelleanimale.	12	Incoherent													
http://dati.culturaitalia.it/resource/oai-oaicat-iccd-org-@iccd8547144@	Il dipinto raffigura due angeli assisi sulle nubi; l'angelo di sinistra bruno, tiene sul braccio destro uno spartito e rivolge lo sguardo verso l'angelo di destra biondo in atto di suonare il violino.. Figure: angeli musicanti	Angeli musicanti	2	Coherent													
http://dati.culturaitalia.it/resource/oai-oaicat-iccd-org-@iccd8547098@	Il dipinto è realizzato nella parte inferiore a china e tempera e nella parte superiore a olio su tela. Adagiata su nimbi è la figura di una santa ignuda coperta soltanto dai lunghissimi capelli, sorretta da angioletti con ghirlande fiorate.. Soggetti sacri: Santa Maria Maddalena portata in cielo dagli angeli	Santa Maria Maddalena portata in cielo dagli angeli	8	Coherent													
http://dati.culturaitalia.it/resource/oai-oaicat-iccd-org-@iccd8165890@	Pannello inferiore dell'anta sinistra dell'armadio, dipinto con cardi bleu.. Fiori	Fiori	1	Coherent													
http://dati.culturaitalia.it/resource/oai-oaicat-iccd-org-@iccd8165866@	Pannello di lambriggio dipinto a monocromo.. Personaggi: Bacco; Arianna	Bacco e arianna	3	Coherent													
http://dati.culturaitalia.it/resource/oai-oaicat-iccd-org-@iccd2238923@	Cornice lignea dorata. Il dipinto raffigura l'investitura, nel 1416, di Amedeo VIII in abito verde e oro inginocchiato davanti all'imperatore Sigismondo assiso sul trono; la luce proviene dal fondo a sinistra con effetto controluce in primo piano; i colori sono caldi (vinaccia, verde, blu) e vellutati.. Personaggi: Amedeo VIII di Savoia; Sigismondo. Figure: uomini; donne. Abbigliamento. Interno. Oggetti: sgabello; scudo; bandiere. Vedute	Sigismondo imperatore incorona a Chambery Amedeo VIII primo duca di Savoia	11	Incoherent													
http://dati.culturaitalia.it/resource/oai-oaicat-iccd-org-@iccd2504580@	Il dipinto raffigura il Senatore Pietro Sitta, ordinario di Economia Politica all'Università degli Studi di Ferrara dal 1909 al 1913, dal 1916 al 1920 e dal 1922 al 1938. Il senatore è rappresentato a mezzo busto con barba e baffi.	ritratto di Pietro Sitta	4	Coherent													
http://dati.culturaitalia.it/resource/oai-oaicat-iccd-org-@iccd3486871@	Su uno sfondo azzurro Dio Padre, raffigurato a mezzo busto, con veste rosa e nimbo triangolare dorato, benedice con la destra mentre con la sinistra sostiene un volume aperto. Il dipinto è lunettato.. Personaggi: Dio Padre. Oggetti: libro	Dio Padre	2	Coherent													
http://dati.culturaitalia.it/resource/oai-oaicat-iccd-org-@iccd4158892@	Il dipinto è profilato da una ricca cornice decorativa dipinta che, all'interno, definisce lo spazio centinato occupato dalla figura del Cristo; tale cornice è costituita da motivi dorati a foglie affrontate e nastri geometricamente disposti interrotti agli angoli da cherubi monocromi, nei salienti verticali da cartigli con la raffigurazione, sempre a monocromo, di angeli con i simboli della Passione, nei lati orizzontali da cartigli iscritti.. Personaggi: Cristo risorto. Figure: angelo. Abbigliamento: (Cristo risorto) perizoma bianco; manto rosaceo-dorato. Attributi: (Cristo risorto) croce; corona di spine; calice	CRISTO RISORTO CHE ABBRACCIA LA CROCE	6	Coherent													
http://dati.culturaitalia.it/resource/oai-oaicat-iccd-org-@iccd4159933@	la figura della Santa occupa quasi per intero lo spazio verticale del dipinto, su un fondale uniformemente scuro privo di paesaggio.. Personaggi: Sant'Agostino. Figure: angioletto; cherubi. Abbigliamento: (Sant'Agostino) saio agostiniano. Attributi: (Sant'Agostino) pastorale; mitria; cuore fiammante	Sant' Agostino	2	Coherent													
http://dati.culturaitalia.it/resource/oai-oaicat-iccd-org-@iccd4159963@	Il dipinto, nei toni verde muschio e senape, propone lungo il profilo e agli angoli una decorazione a fronde (parte inferiore), a corone (parte superiore) e rocaille che riprende e arricchisce i motivi della cornicetta a stucco che lo delimita. Al centro è una scena di genere con due pastorelli seduti su una rocaille che si trasforma in montagnola, contornati da due pecore, un putto e un pavone.. Figure: pastorella; pastorello; putto. Animali: pecore; pavone. Piante. Costruzioni: staccionata. Fenomeni geologici: rocce. Decorazioni: motivi rocaille; ornati vegetali	scena campestre	2	Coherent													
http://dati.culturaitalia.it/resource/oai-oaicat-iccd-org-@iccd4299932@	L'acquasantiera si compone di una spalliera sagomata e di una piccola vasca che si attacca nella parte inferiore, terminata da conchiglia. Interamente smaltata in bianco, presenta sulle cornici esterne e sulla parete esterna della vasca, una decorazione floreale in blu, verde, giallo e arancio. Al centro della spalliera è dipinto il Sacro Cuore di Gesù in rosso ruggine e bruno.	Sacro cuore di Gesù	4	Coherent													
http://dati.culturaitalia.it/resource/oai-oaicat-iccd-org-@iccd3969118@	Il dipinto ritrae un giardino invaso dai raggi solari. Un piccolo viale separa le due zone di verde del giardino. Sulla sinistra oltre il fitto cespuglio di piante si scopre una finestra coperta da un piccolo tetto di tegole. Sul muro posto in fondo nella direzione del viale è visibile un' apertura oltre la quale si prolunga il giardino. Colori intensi e luminosi. Esso è provvisto di cornice.	GIARDINO	1	Coherent													
